replicate,ligand_id,target_id,file,energy
4,DHT,1z95,/home/screener/files/prost_canc/vina_inib/results/1z95/replicate 4/DHT/1z95_DHT_4_replicate4.sdf,-8.897
5,R1881,1z95,/home/screener/files/prost_canc/vina_inib/results/1z95/replicate 5/R1881/1z95_R1881_1_replicate5.sdf,-9.929
4,DTHC,1z95,/home/screener/files/prost_canc/vina_inib/results/1z95/replicate 4/DTHC/1z95_DTHC_0_replicate4.sdf,-7.856
5,Testosterone,1z95,/home/screener/files/prost_canc/vina_inib/results/1z95/replicate 5/Testosterone/1z95_Testosterone_0_replicate5.sdf,-8.114
5,MDMBCHMINACA,1z95,/home/screener/files/prost_canc/vina_inib/results/1z95/replicate 5/MDMBCHMINACA/1z95_MDMBCHMINACA_1_replicate5.sdf,-8.417
5,LTHC,1z95,/home/screener/files/prost_canc/vina_inib/results/1z95/replicate 5/LTHC/1z95_LTHC_0_replicate5.sdf,-7.856
4,HU210,1z95,/home/screener/files/prost_canc/vina_inib/results/1z95/replicate 4/HU210/1z95_HU210_4_replicate4.sdf,-5.762
5,RBICALUTAMIDE,1z95,/home/screener/files/prost_canc/vina_inib/results/1z95/replicate 5/RBICALUTAMIDE/1z95_RBICALUTAMIDE_2_replicate5.sdf,-10.44
5,DHT,1z95,/home/screener/files/prost_canc/vina_inib/results/1z95/replicate 5/DHT/1z95_DHT_4_replicate5.sdf,-8.897
5,CBN,1z95,/home/screener/files/prost_canc/vina_inib/results/1z95/replicate 5/CBN/1z95_CBN_2_replicate5.sdf,-7.575
5,DTHC,1z95,/home/screener/files/prost_canc/vina_inib/results/1z95/replicate 5/DTHC/1z95_DTHC_0_replicate5.sdf,-7.856
5,HU210,1z95,/home/screener/files/prost_canc/vina_inib/results/1z95/replicate 5/HU210/1z95_HU210_4_replicate5.sdf,-5.762
5,5FAKB48,1z95,/home/screener/files/prost_canc/vina_inib/results/1z95/replicate 5/5FAKB48/1z95_5FAKB48_1_replicate5.sdf,-7.486
5,CBD,1z95,/home/screener/files/prost_canc/vina_inib/results/1z95/replicate 5/CBD/1z95_CBD_3_replicate5.sdf,-8.063
