ligand_id,target_id,replicate,docked_pdbqt,docked_sdf,energies
CBN,2am9,4,"['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBN/2am9_CBN_0_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBN/2am9_CBN_1_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBN/2am9_CBN_2_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBN/2am9_CBN_3_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBN/2am9_CBN_4_replicate4.pdbqt']","['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBN/2am9_CBN_0_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBN/2am9_CBN_1_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBN/2am9_CBN_2_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBN/2am9_CBN_3_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBN/2am9_CBN_4_replicate4.sdf']","[-8.028, -7.976, -8.019, -8.011, -8.022]"
CBD,2am9,4,"['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBD/2am9_CBD_0_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBD/2am9_CBD_1_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBD/2am9_CBD_3_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBD/2am9_CBD_2_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBD/2am9_CBD_4_replicate4.pdbqt']","['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBD/2am9_CBD_0_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBD/2am9_CBD_1_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBD/2am9_CBD_3_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBD/2am9_CBD_2_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/CBD/2am9_CBD_4_replicate4.sdf']","[-6.42, -7.211, -7.145, -7.538, -6.765]"
5FAKB48,2am9,4,"['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/5FAKB48/2am9_5FAKB48_0_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/5FAKB48/2am9_5FAKB48_1_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/5FAKB48/2am9_5FAKB48_4_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/5FAKB48/2am9_5FAKB48_2_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/5FAKB48/2am9_5FAKB48_3_replicate4.pdbqt']","['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/5FAKB48/2am9_5FAKB48_0_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/5FAKB48/2am9_5FAKB48_1_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/5FAKB48/2am9_5FAKB48_4_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/5FAKB48/2am9_5FAKB48_2_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/5FAKB48/2am9_5FAKB48_3_replicate4.sdf']","[-7.116, -7.426, -7.249, -7.037, -7.512]"
MDMBCHMINACA,2am9,4,"['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/MDMBCHMINACA/2am9_MDMBCHMINACA_0_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/MDMBCHMINACA/2am9_MDMBCHMINACA_1_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/MDMBCHMINACA/2am9_MDMBCHMINACA_3_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/MDMBCHMINACA/2am9_MDMBCHMINACA_2_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/MDMBCHMINACA/2am9_MDMBCHMINACA_4_replicate4.pdbqt']","['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/MDMBCHMINACA/2am9_MDMBCHMINACA_0_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/MDMBCHMINACA/2am9_MDMBCHMINACA_1_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/MDMBCHMINACA/2am9_MDMBCHMINACA_3_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/MDMBCHMINACA/2am9_MDMBCHMINACA_2_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/MDMBCHMINACA/2am9_MDMBCHMINACA_4_replicate4.sdf']","[-7.001, -6.975, -7.486, -7.121, -7.15]"
HU210,2am9,4,"['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/HU210/2am9_HU210_0_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/HU210/2am9_HU210_1_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/HU210/2am9_HU210_2_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/HU210/2am9_HU210_3_replicate4.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/HU210/2am9_HU210_4_replicate4.pdbqt']","['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/HU210/2am9_HU210_0_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/HU210/2am9_HU210_1_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/HU210/2am9_HU210_2_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/HU210/2am9_HU210_3_replicate4.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/HU210/2am9_HU210_4_replicate4.sdf']","[-6.977, -5.401, -6.974, -6.152, -4.639]"
R1881,2am9,5,"['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/R1881/2am9_R1881_4_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/R1881/2am9_R1881_1_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/R1881/2am9_R1881_3_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/R1881/2am9_R1881_0_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/R1881/2am9_R1881_2_replicate5.pdbqt']","['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/R1881/2am9_R1881_4_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/R1881/2am9_R1881_1_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/R1881/2am9_R1881_3_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/R1881/2am9_R1881_0_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/R1881/2am9_R1881_2_replicate5.sdf']","[-10.054, -10.836, -9.981, -9.727, -9.846]"
LTHC,2am9,5,"['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/LTHC/2am9_LTHC_0_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/LTHC/2am9_LTHC_1_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/LTHC/2am9_LTHC_4_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/LTHC/2am9_LTHC_2_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/LTHC/2am9_LTHC_3_replicate5.pdbqt']","['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/LTHC/2am9_LTHC_0_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/LTHC/2am9_LTHC_1_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/LTHC/2am9_LTHC_4_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/LTHC/2am9_LTHC_2_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/LTHC/2am9_LTHC_3_replicate5.sdf']","[-6.634, -7.085, -5.948, -5.822, -6.155]"
DTHC,2am9,5,"['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DTHC/2am9_DTHC_0_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DTHC/2am9_DTHC_1_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DTHC/2am9_DTHC_2_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DTHC/2am9_DTHC_4_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DTHC/2am9_DTHC_3_replicate5.pdbqt']","['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DTHC/2am9_DTHC_0_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DTHC/2am9_DTHC_1_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DTHC/2am9_DTHC_2_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DTHC/2am9_DTHC_4_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DTHC/2am9_DTHC_3_replicate5.sdf']","[-6.634, -7.085, -5.822, -5.948, -6.155]"
DHT,2am9,5,"['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DHT/2am9_DHT_0_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DHT/2am9_DHT_1_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DHT/2am9_DHT_2_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DHT/2am9_DHT_3_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DHT/2am9_DHT_4_replicate5.pdbqt']","['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DHT/2am9_DHT_0_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DHT/2am9_DHT_1_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DHT/2am9_DHT_2_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DHT/2am9_DHT_3_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DHT/2am9_DHT_4_replicate5.sdf']","[-10.626, -10.628, -9.808, -10.722, -11.064]"
RBICALUTAMIDE,2am9,5,"['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/RBICALUTAMIDE/2am9_RBICALUTAMIDE_0_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/RBICALUTAMIDE/2am9_RBICALUTAMIDE_2_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/RBICALUTAMIDE/2am9_RBICALUTAMIDE_1_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/RBICALUTAMIDE/2am9_RBICALUTAMIDE_3_replicate5.pdbqt', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/RBICALUTAMIDE/2am9_RBICALUTAMIDE_4_replicate5.pdbqt']","['/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/RBICALUTAMIDE/2am9_RBICALUTAMIDE_0_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/RBICALUTAMIDE/2am9_RBICALUTAMIDE_2_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/RBICALUTAMIDE/2am9_RBICALUTAMIDE_1_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/RBICALUTAMIDE/2am9_RBICALUTAMIDE_3_replicate5.sdf', '/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/RBICALUTAMIDE/2am9_RBICALUTAMIDE_4_replicate5.sdf']","[-7.555, -7.442, -7.272, -7.231, -7.435]"
