replicate,ligand_id,target_id,file,energy
4,HU210,2am9,/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/HU210/2am9_HU210_2_replicate4.sdf,-6.974
4,MDMBCHMINACA,2am9,/home/screener/files/prost_canc/vinardo/results/2am9/replicate 4/MDMBCHMINACA/2am9_MDMBCHMINACA_4_replicate4.sdf,-7.15
5,R1881,2am9,/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/R1881/2am9_R1881_1_replicate5.sdf,-10.836
5,LTHC,2am9,/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/LTHC/2am9_LTHC_1_replicate5.sdf,-7.085
5,DTHC,2am9,/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DTHC/2am9_DTHC_1_replicate5.sdf,-7.085
5,DHT,2am9,/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/DHT/2am9_DHT_4_replicate5.sdf,-11.064
5,RBICALUTAMIDE,2am9,/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/RBICALUTAMIDE/2am9_RBICALUTAMIDE_0_replicate5.sdf,-7.555
5,Testosterone,2am9,/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/Testosterone/2am9_Testosterone_0_replicate5.sdf,-10.833
5,CBN,2am9,/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/CBN/2am9_CBN_0_replicate5.sdf,-8.028
5,5FAKB48,2am9,/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/5FAKB48/2am9_5FAKB48_3_replicate5.sdf,-7.512
5,CBD,2am9,/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/CBD/2am9_CBD_2_replicate5.sdf,-7.538
5,MDMBCHMINACA,2am9,/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/MDMBCHMINACA/2am9_MDMBCHMINACA_4_replicate5.sdf,-7.15
5,HU210,2am9,/home/screener/files/prost_canc/vinardo/results/2am9/replicate 5/HU210/2am9_HU210_2_replicate5.sdf,-6.974
