replicate,ligand_id,target_id,file,energy
8,LTHC,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 8/LTHC/2am9_LTHC_0_replicate8.sdf,-6.307
8,R1881,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 8/R1881/2am9_R1881_0_replicate8.sdf,-10.015
8,DHT,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 8/DHT/2am9_DHT_0_replicate8.sdf,-10.948
8,CBD,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 8/CBD/2am9_CBD_0_replicate8.sdf,-6.669
8,RBICALUTAMIDE,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 8/RBICALUTAMIDE/2am9_RBICALUTAMIDE_1_replicate8.sdf,-6.254
8,CBN,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 8/CBN/2am9_CBN_2_replicate8.sdf,-7.168
8,5FAKB48,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 8/5FAKB48/2am9_5FAKB48_0_replicate8.sdf,-7.128
9,Testosterone,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 9/Testosterone/2am9_Testosterone_0_replicate9.sdf,-10.606
9,DTHC,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 9/DTHC/2am9_DTHC_1_replicate9.sdf,-6.31
9,DHT,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 9/DHT/2am9_DHT_0_replicate9.sdf,-10.948
9,R1881,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 9/R1881/2am9_R1881_0_replicate9.sdf,-10.015
9,LTHC,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 9/LTHC/2am9_LTHC_1_replicate9.sdf,-6.307
10,Testosterone,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 10/Testosterone/2am9_Testosterone_0_replicate10.sdf,-10.606
9,RBICALUTAMIDE,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 9/RBICALUTAMIDE/2am9_RBICALUTAMIDE_0_replicate9.sdf,-6.254
9,CBN,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 9/CBN/2am9_CBN_1_replicate9.sdf,-7.168
9,CBD,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 9/CBD/2am9_CBD_0_replicate9.sdf,-6.669
9,5FAKB48,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 9/5FAKB48/2am9_5FAKB48_0_replicate9.sdf,-7.128
10,DTHC,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 10/DTHC/2am9_DTHC_0_replicate10.sdf,-6.31
10,LTHC,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 10/LTHC/2am9_LTHC_0_replicate10.sdf,-6.307
10,DHT,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 10/DHT/2am9_DHT_0_replicate10.sdf,-10.948
10,R1881,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 10/R1881/2am9_R1881_0_replicate10.sdf,-10.015
10,CBN,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 10/CBN/2am9_CBN_0_replicate10.sdf,-7.168
10,RBICALUTAMIDE,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 10/RBICALUTAMIDE/2am9_RBICALUTAMIDE_0_replicate10.sdf,-6.254
10,CBD,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 10/CBD/2am9_CBD_0_replicate10.sdf,-6.669
10,5FAKB48,2am9,/home/screener/files/prost_canc/crest_vinardo/results/2am9/replicate 10/5FAKB48/2am9_5FAKB48_0_replicate10.sdf,-7.128
